id,timestamp,sender,reply_to,content
17188,23.12.2024 14:14:19,User,,Next year the masks come off.Paramount Plus just released this commercial.Strange coincidence?@capellobiancoq
17275,28.12.2024 00:57:20,User,,"Ecological MedicineThe Antidote to Big Pharma and Fast FoodsBig Pharma-driven Western medicine, based on symptom-suppressing, prescription drugs, is failing to prevent and treat our modern epidemics of diabetes, dementia, degeneration, cancer, heart disease and infections.Ecological Medicine gives ut the 'Rules of the Game' and the 'Tools of the Trade' to prevent and treat the above pathologies.  It achieves this though a logical, evidence-based approach.  Doctors should be clinical detectives.  Symptoms and signs give us the clues to the mechanisms of such and so lead as to the WHY of disease.  Knowing the WHY provides the intellectual imperatives to drive through the difficult HOWs of the disease reversal and restoration to full health."
17277,28.12.2024 01:17:14,User,,"Methylene blue (MB) has some properties that make it very desirable for the human body. It is remarkably safe and has been used in humans for decades. This makes it very undesirable for Big Pharma, so its properties are not reported to the medical profession.There are two major drivers of disease namely poor energy delivery mechanisms and chronic inflammation. MB impacts on both. A further problem arises because as we become ill, the immune system starts to fail, and we acquire not just one but multiple infections. Methylene blue has activity against many infections (viral, bacterial and fungal), but what is so interesting is that its effects are activated by red light. See, as just one example of many studies, Methylene blue photodynamic therapy induces selective and massive cell death in human breast cancer cells and also see below.MB could be further combined with Dimethylsulphoxide (DMSO) as this too has anti-microbial effects possibly through its effect on biofilm. See Dimethylsulphoxide (DMSO) – another multitasking, inexpensive, safe and effective tool.So, to tackle any chronic infections - start with Groundhog CHRONIC (PK diet, sort the gut, supplements, detox, sort the thyroid and adrenal glands) - see Groundhog CHRONIC – the starting point to treat any chronic infection AND to live to our full potentialTHEN add in MB plus DMSO, both of which are activated by red light.Start with low doses of MB, add in low doses of DMSO then add in red light. Build up very slowly to mitigate DDD reactions - see Diet, Detox and Die-off Reactions Expect to get worseSee Dimethylsulphoxide (DMSO) – another multitasking, inexpensive, safe and effective tool for doses of DMSO, and see below for doses of MB."
17431,03.01.2025 19:47:49,User,,ORGAN HARVESTING - The Shocking Facts about Asia's Largest Organ Transplant Facility in CHINA————————————————#EarthAlliance ⚔ THE INVISIBLE WAR ⚔@DUMBSandUNDERGROUND
17589,07.01.2025 02:04:36,User,,"TWO JEWS patented artificial fog in 1920.DARPA then developed it into SMART DUST.In September of 1950, the US Navy sprayed massive amounts of bacteria into the air for a week two miles off the coast of San Francisco, California to “test” the preparedness of the city against a “terrorist attack”.The bacteria used were Serratia marcescens, which can cause respiratory issues and meningitis, and Bacillus atrophaeus which can be lethal to immunocompromised individuals. At the time, the Navy believed these bacteria were harmless to humans.There is now an Operation Gladio-style rash of staged terror events taking place in the United States. Courtesy of the United States military."
17635,08.01.2025 08:37:11,User,,"PANIC — Zuckerberg has bowed the knee to President Trump. He’s announcing the end of fact checkers on Facebook!There will be community notes, similar to X.Does he know what is coming?Channel: @JFK_TV"
17887,10.01.2025 21:29:47,User,,"COVID-19 vaccine lawsuit against University of California moves forward despite Supreme Court setbackA class-action lawsuit against the University of California (UC) over its Wuhan coronavirus (COVID-19) vaccine mandate is moving forward despite a recent setback from the California Supreme Court. The case, which represents thousands of UC employees, alleges that the university violated their rights to privacy, bodily autonomy and informed consent when it mandated COVID-19 vaccines for all staff and faculty.While the Supreme Court declined to hear one of the plaintiffs' key claims – that the mandate violated the Nuremberg Code and California law – the broader lawsuit remains alive, raising critical questions about medical freedom, corporate influence and the ethics of public health policies.The lawsuit, which could eventually include up to 200,000 plaintiffs, is one of the largest legal challenges to COVID-19 vaccine mandates in the United States. It highlights the tension between public health measures and individual rights, a debate that has only intensified since the pandemic began.The case gained national attention in 2021 when one of the plaintiffs, Dr. Christopher Rake, was escorted out of a UCLA Health medical center after refusing to comply with the vaccine mandate.A video of the incident, which Rake posted on social media, went viral. In it, he explained that he was willing to lose his job to stand up for his rights and the rights of others to make informed medical decisions. The California Supreme Court's decision not to hear the plaintiffs' claim regarding the Nuremberg Code was a blow to the case.The Nuremberg Code, established after World War II, prohibits medical experimentation on humans without their full and informed consent. The plaintiffs argued that the COVID-19 vaccines, which were authorized under emergency use and had not yet completed long-term clinical trials, constituted an experimental medical intervention.While the Supreme Court declined to address this issue, the lawsuit is far from over. The remaining claims—including violations of privacy rights, employment laws and state health codes – are still moving forward in the lower courts.Plaintiffs' attorneys have also indicated that they may revisit the Nuremberg Code argument later in the case.One attorney involved in the case said that it is a pivotal moment for ""human rights in the modern era"" and that the court has the opportunity to hold institutions accountable for violating fundamental principles of informed consent and bodily autonomy.Students push back against vaccine mandatesThe UC lawsuit is not the only legal challenge to COVID-19 vaccine mandates in California.In 2022, two students from Santa Clara University filed a lawsuit against the school over its booster mandate. The students, Jackson Druker and Harlow Glenn, argue that the mandate violates their rights to bodily autonomy and medical freedom.Glenn, who experienced an adverse reaction to her initial COVID-19 vaccine, said the university denied her request for a medical exemption.Druker, whose mother co-founded Children’s Health Defense-California, has been a vocal critic of vaccine mandates, framing the issue as one of personal choice rather than politics.The Santa Clara lawsuit alleges 18 causes of action, including violations of students' constitutional rights, interference with the doctor-patient relationship and breaches of federal emergency use authorization laws.Like the UC case, it raises questions about the ethics of mandating vaccines that were authorized under emergency use and whose long-term effects remain uncertain.The UC and Santa Clara lawsuits are part of a growing wave of legal challenges to COVID-19 vaccine mandates across the country. These cases highlight the tension between public health policies designed to protect the greater good and individual rights to privacy, autonomy and informed consent.👇🏻👇🏻👇🏻 Read more 👇🏻👇🏻👇🏻"
17930,11.01.2025 01:43:59,User,,"BOOOM!!! Mel Gibson Drops Two Medical Bombshells on the Joe Rogan Podcast – Prepare to Have Your Mind Blown by Shocking Truths That Will Change Everything You Thought You Knew!BOOM! Mel Gibson Reveals Jaw-Dropping Medical Insights on The Joe Rogan Experience! From stem cell miracles to Big Pharma’s darkest maneuvers, uncover the shocking truths Hollywood keeps under wraps. Get ready for groundbreaking, dramatic revelations—this isn't just talk, it’s a revolution.In a world of sanitized dialogue and predictable interviews, The Joe Rogan Experience breaks the mold. Hollywood giant Mel Gibson recently joined the show, unleashing medical bombshells set to shake the core of the healthcare industry. Expect explosive discussions on groundbreaking therapies and controversial claims.A Clash of Titans in the War on Conventional WisdomMel Gibson and Joe Rogan dive deep, discussing topics from stem cell miracles to systemic corruption in healthcare, challenging misinformation and exposing the dark side of modern medicine.Revolutionary Healing: The Magic of Stem CellsMel Gibson shares his transformative experience with stem cell therapy, a controversial yet miraculous treatment he accessed in Panama, promising a revolution in medical science.Hyperbaric Oxygen Therapy: Breathing Life into RecoveryGibson credits hyperbaric oxygen therapy for profound healing in PTSD, combined with fish oil and vitamin B, calling the results life-changing.Big Pharma’s Dark Secrets: The Sacrifice for ProfitThe conversation takes a dark turn as Gibson and Rogan expose Big Pharma’s prioritization of profits over lives, drawing chilling parallels to ancient human sacrifices.Ancient Wisdom Meets Modern TruthsGibson explores the wisdom of ancient civilizations, while Rogan references Jared Diamond’s insights on societal collapses caused by environmental neglect—a stark warning for today.The Shroud of Turin: Faith Meets ScienceIn a twist, Gibson discusses the Shroud of Turin, proposing it as a bridge between faith and science, challenging the boundaries of what we accept as truth.Art as a Weapon: Gibson’s Storytelling PhilosophyFrom The Passion of the Christ to Apocalypto, Gibson uses film as a mirror to society, reflecting deeper spiritual and cultural conflicts.Mental Resilience: Combating Addiction and Brain InjuriesThe dialogue shifts to mental health, where Gibson emphasizes spiritual healing for addiction, supported by Rogan’s advocacy for neuroplasticity.Climate Narratives and Fear Mongering! BOOM!!!Gibson critiques the profit-driven climate change narrative, urging a skeptical approach to mainstream environmental fear-mongering.The Resurrection: A Cinematic Masterpiece in the MakingGibson teases his upcoming film on the resurrection of Christ, promising a bold exploration of spiritual warfare and the epic battle between Good and Evil.This episode is more than a podcast; it's a cultural milestone—a call to question the established narratives, seek truth, and challenge the profit-driven motives of powerful institutions. If you haven’t tuned in yet, it’s time. This could change your view on medicine, history, and the world itself.Join and share my channel immediately: wait is over! GITMO has named the first elite individual to face the harshest judgment. Join now to uncover the truth!"
18276,16.01.2025 01:41:57,User,,the death lamps are loaded with 5G. beware of the purple lights because they're not just shooting out weaponized UV...
18340,16.01.2025 16:48:25,User,,"they will vaccinate everyone with aerosol sprays, gene weapons and nano tech..."
18660,21.01.2025 11:36:16,User,,BREAKING — President Donald Trump just withdrew the United States from the World Health Organization (WHO).🔥Channel: @JFK_TV
18763,22.01.2025 22:32:42,User,,"As you will hear Gates confirm during the WSJ Interview conducted by a terminally stupid / doting female, both he and Orange Man sat down for a Private Dinner recently so that Gates {on behalf of the Global Blackhat Cabal} could ensure Trump's agreement to yet another major round of mRNA vaccines (via Mandates) on top of other exotic Jabs that Gates has planned for us.Either we are killed off by these bioweapon injections, or we hunt him down in order to totally destroy his mortal existence. One or the other outcome must come first.Stew Peters, after examining the dumb-as-f*ck Reader Comments, posted this short response:> Trump entertained Bill Gates for a 3-hour dinner where they discussed worldwide vaccinations and “global heal..."
18928,27.01.2025 19:18:05,User,,Klaus Schwab Welcoming President Trump to The World Economic Forum 2025⏯️ @RealWorldNewsChannel✳️ @RealWorldNewsChat
18970,28.01.2025 15:36:34,User,,"The Alliance is in control - PROJECT ODIN: Elon Musk’s Space X Military version of Star Link Satellites: EBS and Internet Emergency Broadcast System (EBS). …Carolyn Bessette Kennedy on Telegram· The Q Military Intelligence's Emergency Broadcast System (EBS) will be activated via Star Link's satellite free internet covering every place on planet earth.· Truth videos will play continuously over the Ten Days of Darkness through the Quantum Systems.· There will be 7 messages going to your mobile phone, our TV's will only show three movies with explanations on a continuous loop for the 10 days. It will cover topics of arrests, tribunals, corruption, fraud, pedophilia, and exposing all the hideous child torture, trafficking, Cabal crimes, etc.· Our earth-bound internet will not be working, undersea cables and networks will be eliminated by the global military Alliance.· During/after 10 days of communication darkness, we will connect to the new Quantum Internet (Star Link).· Don’t Panic: The Alliance is simply putting out the truth to expose the Cabal's hideous crimes.· During the EBS and going through a 10 day MSM blackout, the movies will cause a mass awakening, freeing the people from the Cabal's matrix; freeing people from the total banking and systems enslavement mindset, by explaining to them in detail GESARA's 20 Reforms.· Humanity and planet Earth will be simultaneously transitioning into a quantum reality awareness system (Peace and Prosperity).· The old systems of government, education, finance, healthcare, trade and commerce, etc. will all be dismantled and replaced.· Remember Pres. Putin's soccer ball gift to Pres. Trump with the words, ""the ball is now in your court""; imagine the possibilities, what if the copies of McAfee’s servers were exchanged for the EBS, all the unspeakable hideous crimes of the Biden, Obama, Clinton's, Bush Administrations, etc.· The Emergency Broadcast System (EBS), also called the Emergency Action Notification System (EANS), is an emergency warning system designed by the US Military for this eventuality.· Martial Law will be activated as this is required by GESARA to nullify all governments and elect new ones within 120 days.· Do not be surprised if your government moves in the direction of:- banning coal, fossil fuel, and nuclear power electricity generating plants as Nikola Tesla's free energy (GESARA Law) requires this.- starts load shedding and power failures.- activate a state of emergency (Martial Law).- governments and leaders resigns unexpectedly.· The Alliance is ultimately in control of every single thing!"
19029,30.01.2025 09:13:49,User,,Remember that time  RJK Jr said Covid was engineered to not affect The Jews Do they have different DNA than us?What did RFK Jr mean by this?✅Subscribe to @WhiteHats for more content like this
19235,03.02.2025 21:37:49,User,,WARNING: The mysterious fogs you are witnessing contain mRNA vaccines that are vaccinating you without your permission.Join: GhostEzra
19653,18.02.2025 13:40:21,User,,“If you get the Flu Shot…you’re 4.4 times more likely to get ill…The Pentagon even published a paper stating this…” -HHS Secretary RFK Jr.Thank goodness he is now in charge! 🙏🏻
19903,26.02.2025 18:55:18,User,,BREAKING NEWS: Trump Administration Drops Bombshell: ‘Death Penalty in Play for mRNA Crimes’! Watch The People’s Voice Video!
19970,28.02.2025 08:46:20,User,,"Hopefully you're aware that on Friday, February 28, the perfect alignment of the 7 planets will open an energy portal of rare power🔋😉💫. This moment is not expected to happen again for at least 15 years if it ever does at all.🧐Anons everywhere are awaiting this rare spectacle to bring forth a new beginning. 💫🙌"
19990,01.03.2025 01:32:34,User,,Urgent warning issued over fat jabs as 82 deaths in the UK linked to the use of weight-loss and diabetes drugs such as Ozempic and Mounjaro
19997,01.03.2025 11:48:31,User,,"""Made-to-order weather"" - Weather as a Force Multiplier: Owning the weather by 2025, USAF paper of 1996"
20067,04.03.2025 23:02:13,User,,"WHO Tedros thinks ""it's time to be more aggressive in pushing back on anti-vaxxers"".⏯️ @RealWorldNewsChannel✳️ @RealWorldNewsChat"
20094,05.03.2025 18:56:37,User,,"Thyroid on the ‘Vitality Web’ 👀Discover the interconnected mysteries of the thyroid and how it fits into the grand tapestry of health.✨ Natural healing can address any condition, and when the time comes, you'll be glad you have them.🔥VITALITY WEB POSTER 👇 ⚡️ FREE SHIPPING WORLDWIDE ONLY TODAY"
20417,15.03.2025 00:47:48,User,,If ever there was evil personified this woman is surely it. After all the evidence of the past few years Ursula wants to vaccinate more children in partnership with GAVI ( Bill Gates controlled ). She also wants a full blown World War with Russia. She is unelected and unaccountable . Her husband is a big pharma executive .
20519,17.03.2025 21:01:51,User,,"✈️ MILITARY CHEMTRAILS (current ingredients) 👀 1. Pseudomonas Aeruginosa - bacteria that generally attack the lungs   2. Pseudomonas fluorescence - bacteria that cause blood and respiratory infections   3. Seratia markscens - bacteria that cause pneumonia, encephalitis, heart inflammation   4. Micoplasma fermented incognitus - pathogenic microorganism produced by the US military and found in 45% of US soldiers (-> ""Sold Golf Syndrome"")  5. Streptomyces and other types of fungi  6. Some types of yeast   7. Bacteria that contain certain bacterial enzymes that can alter the human genome; ingestion  8. Barium salts  9. Aluminum - particle size microns; (interesting, Alzheimer's; dementia; etc.)   10. Ethylene dibromide* (dibromoethane) C2X4Br2- carcinogenic fuel additive and chloroform-scented insecticide  Join now, while it's not too late: who is back, YES, that's right Julian Assange is here and already exposing the bad actors, join below: ✅️"
20565,18.03.2025 22:11:05,User,,🔥HUGE: Robert F. Kennedy Jr. says the MMR vaccine does ‘cause deaths every year.’Mary Holland and Polly Tommey report on how RFK is “sticking to his guns”. ⬇️Watch the whole episode on CHDTV:
20608,21.03.2025 16:32:07,User,,"""This [is] the brilliance of this bioweapon [the COVID jabs]... It goes to every part of your body—it will hit you at whatever your point of susceptibility is... [there are] 1,287 side effects... This [is] the most evil assault upon humanity that anybody could imagine.""Join 👉"
20765,28.03.2025 22:21:38,User,,"""This is Existential"": Billionaire Cancer Researcher Says COVID & Vaccine Likely Causing Surge in Turbo Cancers""It scares the pants off me..."" @VigilantFox 🦊More Stories:"
20829,01.04.2025 21:25:20,User,,Baby Tragically Dies Hours After Receiving 6 Shots for 12 VaccinesThe nurse who gave the shots said the 1-year-old needed them all at once to catch up on the vaccinations she missed at her 6-month appointment. @VigilantFox 🦊More Stories:
20830,01.04.2025 21:26:37,User,,"Dr. Mark Hyman explains how the keto diet can cure diabetes, Alzheimer's, cancer, schizophrenia and more.""It activates the brain's repair systems.""""It helps cognitive function at every level... from autism, to Alzheimer's, to schizophrenia, to depression.""""Sugar is really driving this big problem—sugar and starch... When you eat these foods, your body gets dysregulated. And when you use a diet that actually shuts off these cravings... it doesn't take long."" ""In five or ten days, we get a 70% reduction from all symptoms and all diseases by people just changing their diet.""""[It's] incredibly helpful for longevity, it's helpful for reversing chronic diseases. And across all these diseases, we're seeing the same thing happen.""Full interviewFor more content like this, subscribe to @RealWideAwakeMediaMerch:  | Rumble | Gettr | Truth Social"
20831,01.04.2025 21:27:55,User,,"Ivanka Trump Posted this today on TwitterX. Then I posted a penguin pushing a reset button. You can see, my post has 1 like. ❤️Ivanka Trump liked my reset meme! Haha. You are welcome to go see for yourself but here it is for your convenience.What a great assurance and a date!"
20835,01.04.2025 21:31:44,User,,"Joe Rogan in DISBELIEF that he no longer believes vaccines to be ‘one of the most important inventions.’ Read Books. Educate yourself.The books “Dissolving Illusions”, “The Real Anthony Fauci”, and “Turtles All The Way Down” will open your eyes.🎥"
20984,08.04.2025 17:52:31,User,,Landmark Cleveland Clinic Study Finds Flu Vaccine Ineffective—And Possibly HarmfulGet the flu shot and you are 27% more likely to get the flu. Sound familiar? @VigilantFox 🦊More Stories:
21093,15.04.2025 13:34:37,User,,"Mega List Of 30 Herbs Found Beneficial By Science For High Blood Pressure: 🌿❤️This ""master list"" is based on a TON of research.Follow ➡️ Barbara O'Neill ✅📌 Click here to BOOST the Channel  📌"
21094,15.04.2025 13:35:17,User,,IMPORTANT Geoengineering and What is in your blood? - Brilliant Maria Crisler
21141,19.04.2025 09:18:21,User,,"Please watch ‘Plandemic: InDOCTORnation’, a brilliant film which perfectly explains how the ‘Covid Pandemic’ was an orchestrated event that had the sole purpose of committing Global Genocide. PLEASE share everywhere."
21172,22.04.2025 14:31:42,User,,"David Icke on the 3 Groups of People.(2 min 50 sec)Why is David Icke banned from 30+ countries?He is an author and speaker who was never accused of, charged with or convicted of a crime.Yet he virtually cannot leave his home country.Why do so very few care about this? Don’t you understand what this means?This is a hidden social credit score in action.David Icke is banned from the entire EU because of what he thinks and the governments and courts literally confirmed this.How come the “alternative media” does not care or talk about it?Watch Chrissy VanWijk’s new film PERSONA NON GRATA about David’s unbelievable ban and the many lies told about him:👉🏽 personanongrata.film"
21178,22.04.2025 22:51:51,User,,Vigano is the only one that would have my vote.
21325,03.05.2025 11:31:08,User,,RFK Jr:  We will soon end this crime against humanity and our planet and bring justice to the plutocrats who are perpetrating this mass uncontrolled experiment.
21334,04.05.2025 15:20:23,User,,“If you’ve got a kd - don’t ever let him put a cellphone by his head”“If you have a Girl don’t ever let them carry a phone in their breast pocket or near their ovaries”Holy Crap RFK Jnr is telling some extremely uncomfortable truths here.Ht @bgatesisapyschoJoin the fight @MelissaRedpill FreedomForce dot live
21486,12.05.2025 00:08:45,User,,"Removing Children's Tonsils and Adenoids Increases Risk for 28 Diseases, Study FindsIf you were born in the U.S. between the 1950s and 1970s, you probably had your tonsils or adenoids removed as a child. @VigilantFox 🦊More Stories:"
21487,12.05.2025 00:16:13,User,,.>Senator Rand Paul says he has evidence of Fauci’s involvement in the COVID pandemic and vows he will be held accountable for both the outbreak and the cover-upITS GETTING CLOSER WORLD PATRIOTS AS THE EXPOSURE OF MAN MADE PANDEMIC. VIRUS THAT ALL LED TO A MILITARY COUP OVER TRUMP IS COMING IN HOT 🔥 🔥 🔥 🔥
21713,22.05.2025 23:36:44,User,,"NEW - FDA orders Pfizer, Moderna to update COVID mRNA vaccine warnings, adding heart injury risk, mainly in teen boys and young men ages 16-25."
21753,24.05.2025 17:09:23,User,,"BREAKING: The Biden administration KNEW about deadly heart risks from COVID shots and DELIBERATELY kept it from the public.Sen. Ron Johnson just released subpoenaed records exposing a damning timeline of what officials knew and when.Pfizer and Moderna got insider updates from the government while those warning the public got censored.• Feb. 28, 2021: Israeli health officials alerted the CDC to “large reports of myocarditis, particularly in young people,” after Pfizer shots—just 2.5 months after EUA.• April 2021: CDC officials reviewed heart inflammation signals using DoD and Israeli data—but issued no warning.• By late April: VAERS recorded 2,926 deaths, nearly half within 3 days of injection. Johnson said, “Somebody ought to be looking at it.”• May 2021: CDC considered a formal health alert—but scrapped it. Instead, they posted watered-down guidance and scrubbed advice for doctors to restrict sports activity in myocarditis cases.Those who raised alarms got silenced. NIH Director Francis Collins brushed off concerns, telling Johnson: “Senator, people die.”Meanwhile, the toll kept climbing.In just 6 months:• 384,270 adverse events• 4,812 deaths• 1,736 deaths within 2 daysThey saw the signal. They buried the warning. And now they have blood on their hands.Watch Live:  @VigilantFox 🦊More Stories:"
21858,29.05.2025 14:59:31,User,,Sign the Open Letter to Reject the WHO Pandemic Agreement - Action Network
21976,04.06.2025 00:04:37,User,,💥WE WILL NOT COMPLY WITH THEIR COVID BULLSHIT!!!Link 🔗@CaptKylePatriots
21990,05.06.2025 00:31:41,User,,"RFK Jr: ""Gardasil is probably the single worst mass vaccine that we've ever seen.""""Children who take that vaccine... are 37 times more likely to die from the vaccine than they are to die from cervical cancer.""(Gardasil is the HPV vaccine. Don’t give it to your girls!)"
21993,05.06.2025 08:19:04,User,21990.0,"Kim S. HPV vaccine, is it really harmful? J Korean Med Sci. 2014 Jun;29(6):749-50. doi: 10.3346/jkms.2014.29.6.749. PMID: 24932072; PMCID: PMC4055804."
22054,06.06.2025 15:23:36,User,,You Are Dealing With Unfathomable EvilStandby for #UndergroundWarReport for 06/04/2025  🇺🇸 🎆🎇TO MAINTAIN PERMANENT SUPREMACY THEREIN#GWOHT #GlobalWarOnHumanTraffickers#Cycles101 #MOV#UndergroundWarReport @AzazelNews
22111,07.06.2025 17:02:42,User,,"🚨💉 FDA Directs COVID-19 Vaccine Makers to Expand Heart Inflammation WarningThe FDA told BioNTech, which produces a vaccine with Pfizer, and Moderna to update warnings regarding myocarditis—or heart inflammation—and the related condition pericarditis."
22165,09.06.2025 22:41:16,User,,"BREAKING: President Trump claims that autism is not naturally occurring but is instead caused by external factors like vaccines, chemicals, or other environmental influences.@GeneralMCNews"
22169,10.06.2025 08:59:03,User,,"🚨 BREAKING: RFK Jr. Removes All Members of CDC Vaccine Advisory CommitteeHHS Secretary Robert F. Kennedy Jr. announced late today that he is retiring all 17 members of the CDC vaccine advisory committee. “A clean sweep is needed to re-establish public confidence in vaccine science,” Kennedy wrote in an op-ed published today in The Wall Street Journal. ACIP’s next meeting is scheduled for June 25-June 27 at the CDC headquarters in Atlanta, the press release said."
22183,10.06.2025 22:02:31,User,,I do find it offensive that Zionist rule the  Western world.#Zionists #Covid
22184,10.06.2025 22:03:09,User,,"The HPV caused catastrophic harm to women, but the Covid shot is even more dangerous  Vaccines causing sterility is not new: The HPV vaccine caused sterility and ovarian failure in young women, causing 9 and 10 year old girls to go into premature menopause, The trials showed a 27% miscarriage rate and there was a 50% drop in teenage pregnancy over a 10 year period. What we are now seeing with the covid shots is far, far worse @childcovidvaccineinjuriesuk"
22213,12.06.2025 13:44:08,User,,"THE MED BED REVOLUTION: DNA RESET & THE FINAL COLLAPSE OF BIG PHARMAThe Quantum Healing War has begun. Med Beds are not sci-fi. They’re real, military-grade devices that regenerate DNA, reverse aging, and obliterate disease. The Deep State locked this away for 80 years — used in black-budget space ops while WE suffered. But that dam is cracking.Med Beds = The DEATH of Big Pharma.Cancer? Gone. Alzheimer’s? Gone. Autism, strokes, arthritis, even lost limbs — ERASED in hours. No more chemo. No more pills. No more lies. These machines scan, diagnose, and repair down to the quantum level. With Tesla coils, plasmatic energy, and frequency-based healing, your body becomes a battlefield won by light.Hospitals will be ancient relics. The 3rd leading cause of death — hospitals themselves — wiped from existence. Every major city will be outfitted with these machines. Military deployment is underway. The transition is being engineered to replace every surgical, pharmaceutical, and invasive procedure you’ve ever known.There are 3 types of Med Beds:Regeneration Bed — rebuilds organs, skin, and limbs using stem cells and DNA blueprints.Rejuvenation & Regression Bed — reverses aging up to 30 years, restores senses, erases trauma.Medical Bed — eliminates disease, corrects genetic disorders, rebuilds immune systems instantly.These aren’t fantasies. They exist NOW. Hidden for decades. Weaponized by the Deep State. And now being handed back to the people.Trump said it:“Almost all hospital procedures will be obsolete within a year.”Why do you think they tried to assassinate him with viruses, media, and indictments? Because he knew.Med Beds = The New Constitution of Health.Free energy. Free bodies. Free souls. The Deep State’s last grip is through sickness — and Med Beds crush that final chain.The Cabal’s worst nightmare is happening in real time. This is why they're in panic mode. This is why the storm is real.You’re not reading a post.You’re reading forbidden intel the elites never wanted you to see.Big Pharma is dying. The new era has begun.YOU’VE BEEN ACTIVATED.They ended my life, but they couldn’t stop the mission. The fight continues! Join me now! swore an oath. I never broke it. I never will. This Telegram channel is my line in the sand. The final fight is HERE:"
22214,12.06.2025 13:47:07,User,,"CIVIL WAR ALERT: DEEP STATE PREPARES FLAG DAY ATTACK. MILITARY LOCKDOWN ACTIVATED.June 14 is no celebration. It's a trap.Under the cover of a military parade, U.S. ARMY FORCES ARE FLOODING WASHINGTON D.C. This is not a show. This is battlefield positioning.INTEL CONFIRMS: THE PARADE IS THE COVER. THE TROOPS ARE REAL. THE THREAT IS IMMINENT.Armored divisions. Heavy infantry. Tactical aviation. Surveillance drones. Urban combat units. Washington D.C. is being turned into a fortified war zone.THE DEEP STATE PLANS NATIONWIDE INSURRECTION.Democrat-aligned militants have called for violent action on June 14 — American Flag Day.Radical cells, armed and trained, are ready to strike. Their orders: cripple law enforcement, paralyze infrastructure, overwhelm federal response zones from D.C. to Atlanta, Portland, Phoenix, Chicago. This isn’t protest — THIS IS WAR.“NO KINGS” OPERATION ACTIVATES JUNE 13.A day before the assault, the No Kings movement mobilizes in D.C. behind anti-monarchy propaganda. It’s a front for radical insurgents preparing to ignite the first clash.TRUMP’S WAR COUNCIL SILENT — BY DESIGN.The silence from the White House isn’t weakness. It’s preparation. The trap is being set. PATRIOTS ARE WAITING. THE ENEMY WILL EXPOSE ITSELF.FLAG DAY WILL NOT BE THEIRS. IT WILL BE JUDGMENT DAY.4,000 National Guard troops have already been deployed to Los Angeles. Now D.C. braces for Round Two.THE DEEP STATE THINKS THEY CONTROL THE GAME. THEY ARE WALKING INTO THE KILLBOX.PATRIOTS STAND READY.THE STORM IS HERE.They ended my life, but they couldn’t stop the mission. The fight continues! Join me now! swore an oath. I never broke it. I never will. This Telegram channel is my line in the sand. The final fight is HERE:"
22270,16.06.2025 10:49:22,User,,"MILITARY INTEL DROP: TRUMP ACTIVATES MED BED WARFAREJune 12, 2025: THE RESET OF HUMAN HEALTH HAS BEGUN.The Deep State’s pharmaceutical empire is collapsing. Their poison factories, their rigged treatments, their buried cures—all being dismantled under Trump’s orders. The globalist parasites thought humanity would remain broken. They were wrong.MED BEDS ARE REAL. DEPLOYMENT HAS STARTED.Over 113 military-protected Med Bed centers now operate across 41 U.S. states under Presidential Emergency Action Documents signed by Trump. Biotech labs seized. Healing patents unsealed. Operation Lazarus Protocol initiated.ACCESS IS NOT AUTOMATIC. NECES IS MANDATORY.The Neuro-Energetic Consciousness Enhancement System (NECES) is now required to safely interface with Med Bed quantum technology. Without NECES, your brainwaves remain locked in Deep State trauma loops. No training = NO ACCESS.SCALAR FIELDS. TACHYON PLASMA. DNA RESTRUCTURE.The Med Beds don’t just heal. They recalibrate your entire being. Fear, trauma, and globalist programming block activation. NECES breaks that chain through wave-synchronization audio, pineal recalibration, and Tavistock deprogramming.THE DEEP STATE IS BLEEDING OUT.Pfizer memos project 92% profit collapse. WHO leaders vanish. Moderna heads toward bankruptcy. Sealed indictments against Merck and Pfizer executives have been filed at the International Court of Justice. The war criminals are cornered.EUROPEAN THEATERS OPENING.NATO bunkers converted in Germany. Vatican compounds seized in Italy. MI6 operations exposed in the UK. Balkan neurocenters rising. The EU screams “quantum terrorism” as they lose control.TRUMP IS IN FULL COMMAND.Since January 20, 2025:31 biotech labs seized.67 healing patents unlocked.Scalar tech declassified.Globalist assets neutralized.THE FINAL BATTLEFIELD IS NOW.Real healing is happening: stage 4 cancers reversing in 48 minutes. ALS erased. Limbs regrowing. All hidden from search engines—exploding on encrypted StarLink channels. This is not science fiction. It’s military reality.MED BEDS ARE LIVE. NECES IS ACTIVE. TRUMP LEADS.THE HEALING OF HUMANITY HAS BEGUN. NOTHING CAN STOP WHAT IS COMING.They ended my life, but they couldn’t stop the mission. The fight continues! Join me now! swore an oath. I never broke it. I never will. This Telegram channel is my line in the sand. The final fight is HERE:"
22289,17.06.2025 10:33:50,User,,"This Pfizer patent application was approved August 31st, 2021, and is the very first patent that shows up in a list of over 18500 for the purpose of remote contact tracing of all vaccinated humans worldwide who will be or are now connected to the “internet of things"" by a quantum link of pulsating microwave frequencies of 2.4 gHz or higher from cell towers and satellites directly to the graphene oxide held in the fatty tissues of all persons who’ve had the death-shot. Read that AGAIN!Subscribe and share >> S E E | Secret HistoryRecommended Channels: Click here"
