id,timestamp,sender,reply_to,content
17296,28.12.2024 22:53:31,User,,"Die «RKI-Protokolle aus dem Jahre 1907»Das Script von 1907 für die «Schutzpocken-Impfung» scheint genau dem Script der Corona-Plandemie zu entsprechen.Auffällig ist, wie schon damals «Impfstoffe» auf der Grundlage von Aberglauben hergestellt  dieser Stelle empfehle ich gleich noch einmal die super  von Anita Petek-Dimmer und Johann Loibner über die Geschichte und Wirkung der   /   stehe ein für eine gerechtere Welt!Folgt mir auf Telegram:t.me/fedfs"
17429,03.01.2025 19:33:49,User,,"@BGatesIsaPyscho------------------------""Er wurde ermächtigt, Keime in den Nebel im Hafen von San Francisco zu sprühen""  ""Es ging darum, zu versuchen, 800.000 Menschen zu infizieren""  ""Denken Sie daran, dass niemand wusste, dass dies geschah""  Entsatifizierte CIA-Dokumente zeigen ein schreckliches Experiment mit Keimen und Nebel, das an eigenen Menschen durchgeführt wurde.@hardy_q_anon"
17493,05.01.2025 11:21:08,User,,"❗️🔥Robert F. Kennedy Jr.: 🔥„Lassen Sie mich Ihnen noch ein weiteres Beispiel nennen. Der beliebteste Impfstoff der Welt ist der DTP-Impfstoff gegen Diphtherie, Tetanus und Keuchhusten. Wir haben ihn in diesem Land verboten und abgeschafft, weil er bei einem von 300 Kindern Verletzungen, schwere Hirnverletzungen oder den Tod verursachte.“ 📍„Wir haben ihn in den 80er Jahren eingesetzt, und deshalb gab es all diese Gerichtsverfahren gegen Impfstoffhersteller, die die Verabschiedung des Impfgesetzes beschleunigten, das ihnen Immunität von der Haftung gewährte, aber... In Europa wird er nicht eingesetzt. In Amerika wird er nicht eingesetzt. Aber wir verabreichen ihn 161 Millionen afrikanischen Kindern pro Jahr.“ ""Also bat Bill Gates die dänische Regierung, dieses Programm zu unterstützen und sagte, es rette 30 Millionen Leben. Die dänische Regierung sagte, sie sollten uns die Daten zeigen. Er war dazu nicht in der Lage. Also gingen sie nach Afrika und führten ihre eigenen Studien durch. Und sie sahen sich 30 Jahre DTP-Daten an. Und was sie fanden, schockierte sie alle."" ❗️""Sie fanden heraus, dass Mädchen, die DTP erhielten, zehnmal häufiger starben als ungeimpfte Mädchen. Aber sie starben an Dingen, die niemand jemals mit dem Impfstoff in Verbindung gebracht hatte. Sie starben an Anämie, Malaria, Bilharziose, Lungenkrankheiten, Atemwegserkrankungen und Lungenentzündung. Und 30 Jahre lang bemerkte niemand, dass es die geimpften Mädchen waren und nicht die ungeimpften Mädchen, die starben."" ""Und was passiert ist, ist, dass diese Mädchen nicht an Diphtherie, Tetanus und Keuchhusten starben. Der Impfstoff hatte sie davor geschützt. Aber er hatte auch ihr Immunsystem zerstört. Und sie waren nicht in der Lage, sich gegen andere, nur geringfügige Krankheiten zu wehren, die andere Kinder mit einem starken Immunsystem abwehren konnten."" ❗️""Deshalb braucht man diese Langzeitstudien, und deshalb mache ich mir Sorgen, dass wir das hier in den Vereinigten Staaten nicht tun."""
17837,09.01.2025 20:14:39,User,,"Hollywood sieht aus, wie Deutschland im 2. Weltkrieg.Alles ist zerstört.Die Brände haben ganze Arbeit geleistet. t.me/Q_Faktor_Germany"
17983,11.01.2025 18:47:03,User,,"Achte darauf mit welchen Menschen Du Dich umgibst. 🌀Sobald Du mit einem Menschen in Deiner Nähe interagierst, kommunizieren die elektromagnetischen Energiefelder der Herzen miteinander. Wenn ein Stück Obst neben einem liegt, welche schimmelt, fängt dieses Stück Obst auch an zu schimmeln. Das gilt auch für uns Menschen im feinstofflichen Bereich. Wir können uns viel von der Natur abgucken.🧘‍♂🌱jetzt beitreten 👉 BleibGesund"
18060,13.01.2025 11:06:26,User,,"@BGatesIsaPyscho------------------------🤔Einige Einwohner von Los Angeles berichten, dass Häuser ohne intelligente Zähler völlig unversehrt bleiben, während Nachbarn nur ein paar Meter von ihnen entfernt sind(( Das wirft Fragen auf...))@hardy_q_anon"
18280,16.01.2025 09:43:08,User,,"@PeterSweden7------------------------RIESIG Dänische Bauern protestierten gegen Bovaer in der Milchversorgung.  Hast du etwas darüber in den Nachrichten gesehen?  (( Boevar ist ein zusatzstoff gegen Methanausscheidung bei Kühe.,Bovaer ist weltweit zur Verwendung zugelassen, unter anderem in der EU, Australien, Kanada und den USA . In der EU wurde der Zusatzstoff im April 2022 zugelassen.))@hardy_q_anon"
18529,18.01.2025 23:03:43,User,,"Völlig legal werden Frequenz Waffen an der  Menschheit angewandt. Sie haben nachweislich einen Effekt von 100 % auf den Menschen laut Dokumenten. Wir müssen endlich aufstehen, gegen dieses Bombardement von Tod bringen, Giften und Frequenzen💪📡 ⚡️Jetzt beitreten👇5G - eine Gefahr für jedes Lebewesen"
18707,22.01.2025 08:22:52,User,,"Trump hat einen Brief an die UNO (Vereinte Nationen) geschickt, in dem er sie über den Rückzug der USA aus der Organisation informiert."
18818,24.01.2025 09:38:26,User,,"💢 Corona-Hammer: Lebensversicherung steigt nach Impftod aus, da „freiwillige Impfung mit experimentellem Impfstoff“ wie Selbstmord zählt!  ist unzerstörbar ❕"
18835,24.01.2025 22:30:29,User,18798.0,"Kaislei pret T buutu japazuud:Trump wird mRNA-Impfungen vorantreiben In einem Video spricht Milliardär Larry Elison, offiziell zweitreichster Mensch der Welt und Mitgründer der Computerfirma Oracle davon, dass Krebs nun mithilfe von KI mittels mRNA-Impfungen besiegt werden könne.Die Impfungen können auf jede Person individuell zugeschnitten werden. Spannend. Man hat mit den ersten mRNA-Corona-Spritzen Turbokrebs bei vielen Menschen ausgelöst und bietet nun KI-gestützt die Lösung dafür an: noch mehr mRNA-Spritzen.Des Weiteren kündigte Trump an, das „größte KI-Infrastrukturprojekt der Geschichte“ auf die Beine zu stellen - 500 Mrd. US-Dollar schwer. Dabei werden die Unternehmen Oracle, OpenAI und Softbank das Projekt unter dem Namen ""Stargate"" führen. Larry Ellison sagte im September 2024 den Aufstieg des modernen Überwachungsstaates voraus, in dem die Bürger ihr bestes Verhalten zeigen werden. Die Welt, die Ellison beschrieb, klingt unheimlich ähnlich wie Chinas soziales Kreditsystem, das das Verhalten der Bürger durch ein Netzwerk von Kameras kontrolliert (Fortune Magazin).Die Firma Oracle ist ein Kooperationspartner der CIATechnokraten und Transhumanisten scheinen nun endgültig die Zügel übernommen zu haben. Jetzt aber auch für Jeden sichtbar."
18876,26.01.2025 12:29:37,User,,"‼️Alarmierende-Studie in der Fachzeitschrift Nature bestätigt: Covid-„Impfstoffe“ verändern das menschliche Verhalten‼️Die bahnbrechende Studie führender Forscher aus Südkorea ergab, dass sich die Emotionen, die Persönlichkeit, die Gefühle, die Ängste, das Stressniveau, das geistige Wohlbefinden und die allgemeine Lebenseinstellung der Menschen nach der Injektion des „Impfstoffs“ veränderten.Die von Experten begutachtete Studie, an der über 2 Millionen Menschen teilnahmen, wurde in der renommierten Zeitschrift Nature veröffentlicht. du diese Information wichtig? Dann abonniere unseren Kanal!👉 @LegitimNews#Corona #CovidImpfungen #Impfschäden #Depressionen  #mRNA"
18880,26.01.2025 16:49:05,User,,"💉mRNA-Impfstoffe: Schock-Erkenntnis von japanischem DermatologenNoch nie dagewesene Hautkrankheiten diagnostizierte Prof. Dr. Shigetoshi Sano bei seinen Patienten. „Seit 2020 hat sich die Welt verändert“, sagt der japanische Dermatologe im Gespräch mit AUF1-Redakteurin Kornelia Kirchweger in Bezug auf die neu auftretenden bizarren und hartnäckigen Erkrankungen.⚠️ Das ganze Aufdecker-Interview sehen Sie exklusiv am Sonntag, 26. Januar 2025, nur bei  Das dürfen Sie nicht verpassen.Jetzt AUF1 auf Telegram folgen und das Aufdecker-Interview nicht verpassen!"
18881,26.01.2025 17:10:01,User,,"„mRNA ist eine Killer-Waffe“ +++ Medizinisches Schock-Urteil von japanischem Wissenschaftler🔥 Der Dermatologe hat lange geforscht und spricht jetzt von bestätigtem Shedding / Übertragung!In Japan wird massiver Druck auf Ärzte und Wissenschaftler ausgeübt. AUF1 ist es gelungen, dennoch einen führenden Wissenschaftler zu interviewen. In Japan werden seit Oktober die neuartigen selbstverstärkenden mRNA-Injektionen verabreicht. Prof. Dr. Shigetoshi Sano ist Professor an der Universität Kochi in Japan, davor war er Präsident der japanischen Gesellschaft für Hautimmunologie und Allergie. Zum Interview =▶️ Neue Hautkrankheiten & medizinisches Schock-Urteil: „mRNA ist eine Killer-Waffe“"
18882,26.01.2025 17:59:01,User,,"Bill Gates 2024 in DavosHört Euch das Geschwafel an 🤯🤯🤯Es hat nie eine Pandemie gegeben, das war eine Inszenierung über die Teste.mRNA Impfstoffe haben niemanden geholfen, sondern Milliarden Menschen geschädigt und das ohne irgendeinen nutzen, ausser für Bill Gates und seine Dividende.Niemand weiß wieviele Menschen an den Spritzen gestorben und wieviele noch an den Langzeitfolgen sterben werden. Die anhaltende Übersterblichkeit, der anhaltende Geburtenrückgang geben aber deutliche Proportionen für Deutschland ab.Das in Afrika weniger Gentechnik gespritzt wurde hatte nichts zu tun mit einer fehlenden Verfügbarkeit, sondern damit das die Menschen dort genau so wenig Corona hatten wie hier in Europa und deswegen wollten die auch nicht an irgendwelchen Experimenten teilnehmen.Das Bill Gates und sein GAVI schon neue Firmen am Start haben um auch in Zukunft die Steuermilliarden abzusaugen, das wundert ja wirklich niemand. Genau wie er bei der Inszenierten Coronapandemie, überall zur richtigen Zeit investierte und zur richtigen Zeit mit maximalen Gewinn das Investment verkaufte.💢 Corona Inszenierung und Bill Gates Insider Geschäfte👉"
18883,26.01.2025 18:00:39,User,,"‼️ 💉💉 ‼️ 💉💉 ‼️ 💉💉EIN 4900 % ANSTIEG BEI HERZINSUFFIZIENZ IN JAPAN NACH DER COVID-IMPFUNGJapan schlägt Alarm: Herzinsuffizienz steigt bei Covid-Geimpften um 4900 %Warp-Geschwindigkeit hat uns Turbokrebs beschert, und Herzinsuffizienz. Jetzt wollen sie Ihnen einen Krebsimpfstoff geben.Führende Experten in Japan schlagen Alarm, nachdem sie Beweise für eine erschütternde Zunahme von Herzversagen bei Bürgern entdeckt haben, die Covid-mRNA-„Impfstoffe“ erhalten haben.Japans führende Wissenschaftler haben herausgefunden, dass das Risiko für Herzversagen nach einer Covid-mRNA-Injektion um bis zu 4900 % steigt.Die brisante Entdeckung wurde von einem Team japanischer Forscher der Abteilung für Pharmakodynamik an der Fakultät für Pharmazie der Keio-Universität und des Yokohama General Hospital gemacht.Das Forschungsteam unter der Leitung von Professor Keisuke Takada stellte fest, dass das Risiko einer Myokarditis nach der Impfung 20- bis 50-mal höher ist.Sie berechneten die Odds Ratios (RORs) und 95-%-Konfidenzintervalle (95 % CIs) für den Zusammenhang zwischen den Impfstoffen und Myokarditis und Perikarditis auf der Grundlage von Daten aus der Datenbank der japanischen Regierung für unerwünschte Ereignisse im Zusammenhang mit Impfstoffen.Myokarditis und Perikarditis sind beides Formen von Entzündungen im Herzen.Die Erkrankungen schränken die Fähigkeit des Herzens ein, Blut durch den Körper zu pumpen, und können zu Blutgerinnseln, Schlaganfällen, Herzstillstand und letztlich zum plötzlichen Tod führen.Sowohl Myokarditis als auch Perikarditis sind bekannte Nebenwirkungen von Covid-mRNA-Impfungen.Unter uns:Trump, Musk, Black Rock und Alice Weidel werden euch jetzt mit der Krebs-Impfung retten. Vielleicht kommen sie ja schon bald mit einer Impfung gegen Herzmuskel-Entzündung verursacht durch die Impfung.  – Die Schatzkammer des Wissens | Bitte Kanal abonnieren und Teilen 🙏 t.me/Vivoterra"
19190,02.02.2025 13:33:40,User,,Was auch immer das ist... t.me/Q_Faktor_Germany
19194,02.02.2025 14:41:00,User,,"Der Tresor am Ende der Welt – Die globale Saatgutbank Tief in der Arktis, etwa 1.300 Kilometer vom Nordpol entfernt, liegt der Svalbard Global Seed Vault – der Tresor am Ende der Welt. Seit 2008 schützt dieser unterirdische Bunker in Norwegen die genetische Vielfalt unserer Nahrungspflanzen. Hier werden bis zu 4,5 Millionen Saatgutmuster aus der ganzen Welt gelagert – eine Versicherung gegen Naturkatastrophen, Konflikte und den Klimawandel.Falls die Welt jemals zerstört wird und du der letzte Überlebende bist – jetzt weißt du, wo du hingehen musst. 🔵⚪️🔴"
19379,09.02.2025 00:34:49,User,,Аутизм и вакцинация: ужасающие связи30.01.2025 |  von Autismus Autismus in USA als Epidemie in den USA gesündesten Kinder in den USA zwischen Impfung und Autismus zur Behandlung von Autismus in Impfstoffen in den USA 2019 Dr. Andrew Zimmermann
19609,16.02.2025 14:30:18,User,,"@BGatesIsaPyscho------------------------""Beamte in der Slowakei bewegen sich, um die gefährlichen Covid-mRNA-Schüsse zu verbieten"" ""Dies zeigt nach einer umfangreichen Untersuchung, dass die Pandemie eine erfundene Operation war"" ""Die Impfstoffe waren das Ergebnis von Bioterrorismus""@hardy_q_anon"
19666,18.02.2025 21:03:31,User,,"Verhaftung Dr. Fauci.„Celia ging nach New York zum Gates of Heaven-Friedhof … wo Fauci die Leichen der Kinder begrub, die bei seinen illegalen Experimenten ums Leben gekommen waren. Sie öffnete den Kunstrasen und sah Hunderte und Aberhunderte von kleinen Särgen, die aufeinander gestapelt waren …“ – RFK Jr."
19795,22.02.2025 22:00:42,User,,"Skandalös! Prof. Dr. Konstantin Beck: Impfung Schwangerer - ein klarer Fall?""Die am häufigsten gemeldete spezifische Nebenwirkung war der spontane Abort.""❗️SRF berichtete unlängst ""Zu wenig Babys - Geburten rentieren nicht: Spital Muri schliesst Geburtenabteilung""❗️Blick: ""Kita-Krise in Zürich: Wir haben schlicht nicht mehr genügend Kinder""🔺NEIN zum WHO-DIKTAT und JA für ein OPTING-OUT IGV🔺🔺 Für unsere Freiheit.🔺 Für unsere Souveränität.🔺 Für eine starke Zukunft.Die Zeit drängt – Ihre Stimme macht den Unterschied! 🫶🟥 Schreiben Sie eine Vernehmlassungsantwort Frist bis 27. Februar 25🟥 JETZT die Online-Petition unterschreiben & teilen! Frist bis 1. März 25🟦 Vorverkauf WHO-Symposium, 01.03.25 Winterthur (Konstantin Beck, Philipp Kruse, Christian Schubert, Sabine Stebel, Christian Pfeffer, Katharina Koenig, Christian Oesch u.v.m.)👉 Teilen und Weiterverbreiten ist ausdrücklich erwünscht! 🙏👉 Folgen Sie ABF Schweiz auf Telegram👉 Folgen Sie ABF Schweiz auf Facebook 👉 Folgen Sie ABF Schweiz auf X❗️Unterstützen Sie unsere wichtige politische Arbeit - jeder Beitrag zählt, merci!"
19799,22.02.2025 23:14:23,User,,"findet ihr auch?😷 Warum sind gerade alle krank? Eine Erklärung.Fühlt sich an, als wäre ganz Deutschland erkältet, oder? 🤧Normal ist dieses Ausmaß jedenfalls nicht.👉 Bayern schlägt Alarm!In der Atemluft wurden ungewöhnlich hohe Konzentrationen von Aluminium, Barium und Arsen nachgewiesen.👉 Diese hohe Verschmutzung führt zu gesundheitlichen Problemen wie Erkältungen und entzündeten Augen bei vielen Menschen. 👉 Wie es zu dieser plötzlichen und ungewöhnlichen Verschmutzung kommt, kann man sich denken... ✈️Danke Matsushimedazu passend:✈️ EU will Chemtrails...ähhh...""Solarstrahlungsmodifikation"" verbietenauf telegram 👉auf substack 👉auf youtube 👉auf odyssee 👉auf Twitter."
19816,24.02.2025 00:24:29,User,,"RFK Jr: „Die Pharmaindustrie ist keine vertrauenswürdige Industrie. Sie ist wirklich ein kriminelles Kartell, und ich sage das nicht leichtfertig. Die vier Firmen, die alle Impfstoffe herstellen, die 72 Impfstoffe, die jetzt für unsere Kinder vorgeschrieben sind, alle in ihren anderen Produkten, haben, glaube ich, 79.000.000.000 Dollar an Strafen bezahlt.“"
19817,24.02.2025 00:26:36,User,,"Ungarn 🇭🇺...hier will die Lobby bestimmen!EU greift nun in das ungarisches Bildungssystem ein❗️✏️Selbständige authentische Menschen sind definitiv in Universitätennicht mehr erwünscht.Ungarische Politiker müssen sich aus ungarischen Universitäten heraushalten 🤔, während Europaabgeordnete, die überwiegend dem liberalen Establishment angehören, aktiv in ungarische Universitäten eingebunden werden sollten.Die Ausschussvorsitzende (Bild) fordert unter anderem, dass ungarische Rektoren aus den Kuratorien der Stiftungen, die Universitäten unterhalten, ausgeschlossen werden.Es soll Regeln geben, die es Brüssel ermöglichen, über die Leiter ungarischer Universitäten zu entscheiden, und dass von Brüssel kontrollierte NGOs die Vorstandswahlen der Stiftungen, die Universitäten unterhalten, überwachen. findest hier, warum uns Ungarn eigentlich ""Gut tut""...das ist noch mehr Spielraum zum Leben, aber wie lange? 🤔Herzlichst Jana Dein Reisekanal mit Herz in Telegram 🌴 t.me/ungeimpftreisen"
20827,01.04.2025 21:20:40,User,,"Europäischer Gerichtshof: Angehörige der Gesundheitsberufe, die COVID-19-Impfstoffe beworben oder verabreicht haben, sind für entstandene Schäden strafbar –  Europäische Gerichtshof (EuGH) entschied 2025, dass Angehörige der Gesundheitsberufe, die COVID-19-Impfstoffe bewerben oder verabreichen, zivil- und strafrechtlich für entstandene Schäden haftbar sind, da sie die Möglichkeit hatten, die Teilnahme zu verweigern. Im Jahr 2020 warnte Dr. Vernon Coleman, dass Ärzte, die experimentelle COVID-19-Impfstoffe verschreiben, im Schadensfall mit Klagen und Gefängnisstrafen rechnen müssen – eine Vorhersage, die heute […]"
20838,02.04.2025 09:28:11,User,,"Der clone Bill Gates ist jetzt in Panik, nachdem Präsident Trump erklärt hat, dass er die Unterstützung für seine ""Gavi"" -Initiative beenden wird, die darauf abzielt, die Hälfte der Kinder der Welt zu impfen.Insgesamt werden laut einem USAID -Dokument 5.341 ausländische Hilfe unterbrochen, die knapp 76 Milliarden Dollar entsprechen.Präsident Trump unterbricht die Finanzierung von Impfstoffen im Kindesalter in den ärmsten Ländern!Dies war ein Entvölkerungsprogramm.Kinder waren schon immer das Ziel."
20989,08.04.2025 21:15:30,User,,"BREAKING: HHS-Minister RFK Jr. ordnet an, dass die CDC die landesweite Empfehlung von Fluorid für Trinkwasser einstellt - AP🇺🇸Join👉 @SGTnewsNetwork"
21079,15.04.2025 10:18:48,User,,"Welchen Teil von ""Auferstehung"" habt ihr nicht verstanden? 😎"
21193,24.04.2025 10:31:19,User,,"""JD VANCE spricht in INDIEN über den „Klima-Schwindel“Er spricht aus, was sich Millionen nicht zu sagen trauen:Bei der angeblichen „Klimakrise“ geht es nicht darum, den Planeten zu retten – es geht darum, die Menschen zu kontrollieren.Während sie uns Enthaltsamkeit predigen, fliegen sie mit Privatjets nach Davos.Es ist ein Billionen-Dollar-Geschäft, ein Kampf um Kontrolle, verpackt in GRÜNE KLIMA-PROPAGANDA.Was wir brauchen ist KEIN RESET, was wir brauchen, ist eine ABRECHNUNG"""
21532,14.05.2025 10:09:58,User,,"💥‼️ Gehirnschwund nach Covid – oder Gentech-Spritze (genannt C-Impfung)?Ein bemerkenswertes Interview aus dem Hamburger Abendblatt sorgt gerade für Wirbel:Der Neurowissenschaftler Dr. Christof Ziaja berichtet erstmals offen über massive Hirnveränderungen bei Long Covid – und zwar nicht nur dort. Auch bei ME/CFS und Post-Vac-Syndromen fanden er und sein Team auffällige Autoantikörper, die das Gehirn angreifen.Besonders betroffen: der Hippocampus – jener Teil des Gehirns, der für Gedächtnis, Emotionen und Stressregulation zuständig ist. Laut Ziaja kann dieser um bis zu 20 % schrumpfen.Seine Erkenntnis:🧠 „Wir haben sehen können, dass ein bestimmter Teil des Gehirns massiv geschrumpft ist.“Damit wird klar: Die Beschwerden sind real, messbar – und nicht „psychosomatisch“. Und sie betreffen auch Menschen nach der Impfung.Das Interview markiert einen Wendepunkt. Wer jetzt noch wegsieht, will nichts erkennen.📍 Artikel: Hamburger Abendblatt, 12. April 2025"
21829,29.05.2025 10:10:13,User,,"💥 Spanien berichtet offen – bei uns herrscht Schweigen: 80 Milliarden Impfdosen, 178 pro Bürger! 💉Während in Deutschland der Schweiz und auch in Österreich die großen Medien schweigen, wird in Spanien im Fernsehen bereits Klartext gesprochen:Pfizer hat nie getestet, ob sein COVID-Impfstoff die Übertragung des Virus verhindert – und trotzdem wurde der Impfpass eingeführt, mit dem Millionen unter Druck gesetzt und gesellschaftlich ausgegrenzt wurden.📺 Spanisches TV nennt es, was es ist:Ein systematisch aufgebautes Narrativ zur Durchsetzung eines Produkts, das nicht das tat, was behauptet wurde."
21834,29.05.2025 10:22:10,User,,"⚠️🔥☠️💉☠️🔥⚠️Versteckt in aller Öffentlichkeit...... DIE WAHRE BEDEUTUNG VON ASTRAZENECA .......Denken Sie daran, dass das satanische Gesetz besagt, dass sie Ihnen alles durch Täuschung vor die Nase halten müssen. Sie wissen, dass die Massen sich nicht mit der Etymologie von Wörtern befassen werden.⚡FOLGT UNS⚡"
21925,31.05.2025 17:04:53,User,,"⚠️🧠 NANOTECHNOLOGIE in ALLEN Impfstoffen gefunden 💉Liz Gunn präsentiert Andrew Bridgen, die Anwältin Tanya Lat und die Analystin Sally Clark, um über die neuen und brisanten Entdeckungen auf den Philippinen zu sprechen.Insbesondere über die in verschiedenen Arten von Impfstoffen gefundene Nanotechnologie, über kritische Informationen über China und darüber, was für die Zukunft der Menschheit auf dem Spiel steht.Dieses Video ist entscheidend, um zu verstehen, was geschieht und wohin sich unsere nahe Zukunft als Spezies bewegt.Bitte teilen Sie dieses Video zur Wahrheitsfindung weit.Es wurde dafür in verschiedene Sprachen übersetzt.Multi-Language Subtitles:🇨🇳 | 🇨🇿 | 🇵🇹 | 🇪🇸 | 🇮🇹 | 🇷🇺 | 🇯🇵 | 🇫🇷Ebenso werden alle medizinischen Fachkräfte, Wissenschaftler und Molekularbiologen gebeten, nicht wegzusehen und einen Schritt nach vorne zu machen.🇺🇸 Originalvideo von Liz auf XUntertitel: M-Power Translations via @LaQuintaColumnaFür mehr Zusammenhànge zu dieser ganzen Thematik bitte hier beitreten und studieren 👉 t.me/GrapheneAgenda 🔍"
22123,08.06.2025 07:56:00,User,,"@VigilantFox 💥Faucis Telefone und Geräte aus der COVID-Ära wurden gerade gefunden - nach Jahren des Sturmwalls. FBI-Direktor Kash Patel bestätigt, dass das FBI jetzt die Festplatten durchflingt, um eine Frage zu beantworten: „Hat der Typ gelogen? Hat er die Welt absichtlich in die Irre führen und unzählige Todesfälle verursacht?"" ""Der beste Beweis ist immer der Beweis des Volkes"", sagte Patel. ""Wir werden diese Festplatten ausnutzen... Wir sind noch nicht fertig. Wir sind an dem Fall.“ ""Trust the Science"" ist dabei, wie faule Milch zu altern.@hardy_q_anon"
22298,17.06.2025 16:23:34,User,,"🧠⚡️✍️ Neuromodulation - Die Strategie der Kleptokratie (DE_UT)Plenarsitzung im Parlament Uruguays, am 3. Juni 2025.Der Abgeordnete Gustavo Alberto Salle Lorier von der Partei Identidad Soberana hält im Plenum einen Vortrag nach dem Besuch des Neurowissenschaftlers Rafael Yuste (Direktor des Gehirnprojekts) am 30. Mai, bei dem dieser bestätigte, dass Neuromodulation Realität ist.Gustavo Salle warnt alle Politiker: Neuromodulation ist eine von den Streitkräften der Vereinigten Staaten entwickelte Waffe, um den Menschen zu kontrollieren.Multi-Language Subtitles:🇵🇹 | 🇺🇸 | 🇮🇹 | 🇷🇺 | 🇯🇵 | 🇫🇷Untertitel: M-Power Translations via @LaQuintaColumnaFür mehr Zusammenhànge zwischen Nanobots, Graphen, 5G, Injektkonsmittel & Mind Control, hier beitreten 👉 t.me/GrapheneAgenda 🔍"
22322,19.06.2025 21:56:12,User,,"⚠️🧠 NANOTECHNOLOGIE in ALLEN Impfstoffen gefunden 💉Liz Gunn präsentiert Andrew Bridgen, die Anwältin Tanya Lat und die Analystin Sally Clark, um über die neuen und brisanten Entdeckungen auf den Philippinen zu sprechen.Insbesondere über die in verschiedenen Arten von Impfstoffen gefundene Nanotechnologie, über kritische Informationen über China und darüber, was für die Zukunft der Menschheit auf dem Spiel steht.Dieses Video ist entscheidend, um zu verstehen, was geschieht und wohin sich unsere nahe Zukunft als Spezies bewegt.Bitte teilen Sie dieses Video zur Wahrheitsfindung weit.Es wurde dafür in verschiedene Sprachen übersetzt.Multi-Language Subtitles:🇨🇳 | 🇨🇿 | 🇵🇹 | 🇪🇸 | 🇮🇹 | 🇷🇺 | 🇯🇵 | 🇫🇷Ebenso werden alle medizinischen Fachkräfte, Wissenschaftler und Molekularbiologen gebeten, nicht wegzusehen und einen Schritt nach vorne zu machen.🇺🇸 Originalvideo von Liz auf XUntertitel: M-Power Translations via @LaQuintaColumnaFür mehr Zusammenhànge zu dieser ganzen Thematik bitte hier beitreten und studieren 👉 t.me/GrapheneAgenda 🔍"
22327,20.06.2025 16:00:54,User,,"‼️🙂Ich kann hier ja keine Empfehlungen aussprechen - aber wenn ich Betroffener wäre, dann würde ich auch hier nach schauen‼️🙂Immunsystem stärkenThuja C200 Gegen Schäden an Haut und SchleimhäutenEchinaceapräparate Nicht bei Allergien und AutoimmungeschehenColostral Enthält viele Antikörper, gut zum Substituieren bei ImmunschwächeAndrographis paniculata Immunstärkend, antiviral, entzündungshemmendImmunsystem modulieren bzw. umstimmen bei AutoimmungeschehenImpfnosoden (Biontech, Moderna etc.)Wichtiges Mittel bei Impfschäden, Potenz C200, evtl. später C30Engystol Erhöht die Th1 Antwort, bringt Th1/TH2 in BalanceUtilin H D5 bzw. Recarcin, LatensinReduziert Autoimmungeschehen und Allergien, am besten als InjektionMetabiarex (mit Nosoden) Wichtiges Mittel bei Impfschäden, regeneriert in der Tiefe, lange geben!Wirkung auf Spikes (binden, ACE-Rezeptoren blockieren etc.)Ambroxol 75 mgNAC/ACCKiefernadelteeBromelainNattokinaseLöwenzahntinkturImpfschaden in den Zellen beeinflussenZitronensäurezyklus Heel Off Label alle 10 Ampullen auf einmal, mehrmals wiederholen Intrazellulär wirksam, MitochondrienCoenzyme comp. Amp. Intrazellulär wirksam, MitochondrienUbichinon comp. Amp. Intrazellulär wirksam, MitochondrienSAM (Methionin) Zur intrazellulären EntgiftungNukleotide Bestandteile der DNA, in Innereien vermehrt vorhandenPhospholipide Entgiften die Zellmembran; in Innereien, Soja, Ölen …EntzündungshemmungBoswellia (Weihrauch)CurcumaCurcumin-Loges plus BoswelliaCurcuma und Weihrauch, besonders bei Gelenkproblemen und für den DarmVitamin CFließfähigkeit des BlutesNattokinase o.Ä. Löst Gerinnsel auf, kann gemeinsam mit Gerinnungshemmern verabreicht werdenNAC/ACC Verbessert die Fließeigenschaften des Blutes, blockiert auch ACE-RezeptorenEnzyme BlutverdünnungASS BlutverdünnungSonstigesCBD-Öl Übergeordnete Wirkungen auf alle SystemeNaja comp. Wichtiges Mittel bei toxischen Schäden, am besten als InjektionEnergetische MittelBachblüten Rescue Gegen Schock, zur seelischen BewältigungZellessenz Lage und Roy Wichtiges Mittel zur Stärkung der ZellenEnergetische Essenzen Entsprechend des seelischen ThemasHomöopathische Hochpotenzen und Nosoden"
22493,03.07.2025 20:06:16,User,,"Post-Vakzin-Syndrom.pdfLeitfaden und Behandlungs-Ansätze bei Covid19 Impfschäden. Sehr informativ auch und besonders für Ärzte, die nicht gut informiert sind...Einfach mal ausdrucken und mit zum Arzt nehmen  😉"
